system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,NDI45,NDVI,NDVIre,NDWI,NDre1,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,VH,VH_VV_ratio,VV,WVP,label,.geo
222,0.03358,0.07896667,0.018166667,0.01308,0.097616665,0.11255,0.1009,0.09475,0.05775,0.05778333,0.049825,0.04065,0.016566666,0.0,0.0,0.0,0.0,0.0,-0.03143368,-0.33886215,-0.31073835,0.38629714,-0.24262294,0.0,0.0,0.0,6.0E-4,0.00985,0.0115,0.010383333,-28.37154,1.3124017,-21.61803,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,0.0344125,0.07957273,0.013584211,0.010784,0.09564,0.11148571,0.09583333,0.0877875,0.052627273,0.0544,0.0446375,0.0399375,0.02484,0.0,0.0,0.0,0.0,0.0,-0.043817632,-0.3644588,-0.32584482,0.428176,-0.25040263,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.0099375,-28.845137,1.3261806,-21.750534,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,0.034261905,0.07997619,0.017694827,0.0124568185,0.09480714,0.110258825,0.10237,0.0989875,0.060263637,0.06413529,0.05583182,0.048826087,0.035185713,0.0,0.0,0.0,0.0,0.0,-0.0167985,-0.2941697,-0.27874866,0.3276946,-0.24316223,0.0,0.0,0.0,6.0E-4,0.0097,0.0113,0.0104,-28.257536,1.3064871,-21.628637,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,0.033535715,0.05926875,0.028595239,0.0175375,0.08401818,0.09959091,0.08787333,0.087907694,0.063235,0.06635893,0.0479625,0.053075,0.12850435,0.0,0.0,0.0,0.0,0.0,1.954823E-4,-0.29381666,-0.29399526,0.34989643,-0.16324107,0.0,0.0,0.0,6.0E-4,0.0085,0.010021429,0.009,-25.264523,1.3906251,-18.167746,0.219225,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,0.034293335,0.07191818,0.013417187,0.009509821,0.091607146,0.107827276,0.09937917,0.09191875,0.052686363,0.05255,0.04509091,0.036985714,0.022014286,0.0,0.0,0.0,0.0,0.0,-0.038998935,-0.3757751,-0.34178495,0.41026098,-0.27130705,0.0,0.0,0.0,6.0E-4,0.0094375,0.011047059,0.0099411765,-28.916594,1.3165762,-21.963478,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,0.032996666,0.07423167,0.017568,0.009961224,0.089665,0.10543095,0.0920875,0.08878,0.057045456,0.0562,0.048925,0.044858333,0.02964,0.0,0.0,0.0,0.0,0.0,-0.018286861,-0.30608988,-0.28942305,0.36607563,-0.21762006,0.0,0.0,0.0,6.0E-4,0.0092,0.0108,0.0093,-29.495255,1.3592428,-21.699768,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,0.03537,0.07474375,0.013823809,0.009473469,0.09015263,0.107175,0.090566665,0.08278,0.042916667,0.043242857,0.033453844,0.026492307,0.019747058,0.0,0.0,0.0,0.0,0.0,-0.04491959,-0.4605111,-0.42437002,0.524225,-0.31713915,0.0,0.0,0.0,6.0E-4,0.00945,0.011028571,0.00925,-27.94164,1.2502456,-22.348923,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,0.033857144,0.06604186,0.017551612,0.009775701,0.08929556,0.104939215,0.09735,0.09825833,0.06654737,0.06687,0.058039393,0.051007893,0.09751464,0.0,0.0,0.0,0.0,0.0,0.0046436167,-0.25298128,-0.2573226,0.28776672,-0.19241421,0.0,0.0,0.0,6.0E-4,0.008858333,0.0104,0.0096,-27.079502,1.2704328,-21.315178,0.21292,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,0.0348,0.07994545,0.017189473,0.010097916,0.09536923,0.1148875,0.10007778,0.09524,0.052825,0.057,0.04497273,0.037144445,0.01913125,0.0,0.0,0.0,0.0,0.0,-0.024768772,-0.37990248,-0.3585072,0.43734938,-0.286462,0.0,0.0,0.0,6.0E-4,0.00995,0.011675,0.0103,-26.730923,1.181193,-22.630445,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,0.033586957,0.08397857,0.013583784,0.01062549,0.09192069,0.107496776,0.09139643,0.08714444,0.048631817,0.04856,0.04463913,0.037096296,0.025557144,0.0,0.0,0.0,0.0,0.0,-0.023815202,-0.34371382,-0.3225388,0.41316774,-0.28364772,0.0,0.0,0.0,6.0E-4,0.0096,0.01106,0.009438462,-29.040277,1.3687817,-21.21615,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,0.0342,0.068719044,0.017461538,0.013394737,0.08401714,0.099507146,0.088015385,0.08461579,0.05955,0.061161112,0.052841175,0.049007144,0.07392581,0.0,0.0,0.0,0.0,0.0,-0.019692825,-0.24971652,-0.23116045,0.306311,-0.17386782,0.0,0.0,0.0,6.0E-4,0.0087,0.0103,0.009,-27.435366,1.2918862,-21.236673,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,0.03425,0.079555556,0.015643224,0.013408,0.09432565,0.11150666,0.09127143,0.08381667,0.04518,0.0451875,0.03752857,0.036177777,0.020153333,0.0,0.0,0.0,0.0,0.0,-0.042577196,-0.41725823,-0.3814579,0.49637988,-0.2995168,0.0,0.0,0.0,6.0E-4,0.0097,0.0114,0.0093,-27.419975,1.273018,-21.539347,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,0.03394375,0.08206563,0.017358333,0.009709474,0.09808718,0.11300384,0.097927585,0.0902037,0.050367568,0.0506,0.04363,0.034912243,0.027003124,0.0,0.0,0.0,0.0,0.0,-0.041055813,-0.38357243,-0.3479968,0.44290456,-0.28338745,0.0,0.0,0.0,6.0E-4,0.0098,0.0114,0.0098,-28.580572,1.3095456,-21.8248,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,0.034255557,0.08238974,0.013728358,0.009779121,0.09788889,0.11282545,0.097731575,0.098183334,0.05036923,0.05057742,0.043110527,0.03529535,0.02002963,0.0,0.0,0.0,0.0,0.0,0.0023058914,-0.38781762,-0.38977495,0.44707403,-0.32186657,0.0,0.0,0.0,6.0E-4,0.009953333,0.0115,0.0103,-28.547476,1.3239424,-21.562475,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,0.03424,0.076125,0.014522222,0.010275,0.09149,0.10673334,0.094150566,0.0918125,0.051814284,0.0534,0.04548889,0.040718183,0.027786363,0.0,0.0,0.0,0.0,0.0,-0.012572748,-0.34848085,-0.3373863,0.40233576,-0.27848715,0.0,0.0,0.0,6.0E-4,0.00915,0.0108,0.0096,-28.329851,1.3467237,-21.036127,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,0.033566665,0.0765625,0.017569566,0.009922,0.089044444,0.10728333,0.09223846,0.08946364,0.052555557,0.052741665,0.044691667,0.036875,0.02808125,0.0,0.0,0.0,0.0,0.0,-0.0152712995,-0.347234,-0.3337324,0.411855,-0.25988093,0.0,0.0,0.0,6.0E-4,0.0094,0.0109,0.0094625,-29.045698,1.3500562,-21.514437,0.2213,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.03385,0.07963333,0.017184615,0.01345,0.0959,0.111,0.09105,0.08762727,0.05265,0.0524,0.04516923,0.040288888,0.026836364,0.0,0.0,0.0,0.0,0.0,-0.019155933,-0.33681566,-0.31972256,0.42153484,-0.24934381,0.0,0.0,0.0,6.0E-4,0.0097,0.0114,0.0093,-27.879871,1.3395743,-20.812485,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.0336,0.074533336,0.01902,0.014225,0.09265,0.10712,0.0903,0.08336667,0.052066665,0.0535,0.04625,0.03795,0.032975,0.0,0.0,0.0,0.0,0.0,-0.039923213,-0.32259247,-0.28635722,0.39688334,-0.23111005,0.0,0.0,0.0,6.0E-4,0.0093,0.011025,0.0092,-27.359695,1.2778987,-21.40991,0.2133,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,0.03300417,0.074195236,0.016948275,0.013671429,0.090044,0.113136,0.090058826,0.082383335,0.049469564,0.05037778,0.04284762,0.042405557,0.02635909,0.0,0.0,0.0,0.0,0.0,-0.044510525,-0.35522136,-0.31570244,0.45061386,-0.24962492,0.0,0.0,0.0,6.0E-4,0.009375,0.0112,0.00915,-27.734915,1.2821641,-21.63133,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.03427857,0.0797,0.016042856,0.011122222,0.09275714,0.10846,0.0923,0.0867,0.04815,0.04845,0.039977778,0.036666665,0.0227,0.0,0.0,0.0,0.0,0.0,-0.031284906,-0.39554808,-0.36882728,0.46135306,-0.2858732,0.0,0.0,0.0,6.0E-4,0.00945,0.01105,0.009438462,-28.06588,1.3163595,-21.320831,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.034318183,0.08116667,0.016505264,0.010874468,0.09452857,0.11034286,0.0946,0.08903,0.051923078,0.0526075,0.04357778,0.038384616,0.02807037,0.0,0.0,0.0,0.0,0.0,-0.030332746,-0.36925054,-0.3427568,0.43376303,-0.26325727,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.0096,-29.480001,1.3258896,-22.23413,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.03421667,0.0534375,0.022353847,0.014531818,0.08738889,0.102584615,0.094683334,0.0966,0.06736667,0.06942857,0.05977143,0.0519,0.17616667,0.0,0.0,0.0,0.0,0.0,0.010020054,-0.2260332,-0.23551983,0.26369935,-0.17828828,0.0,0.0,0.0,6.0E-4,0.0089,0.010528571,0.0096,-26.155651,1.3262323,-19.721771,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,0.0335875,0.08014166,0.01748077,0.00948125,0.09579167,0.11195555,0.1035375,0.10741818,0.0717375,0.07284545,0.060833335,0.052633334,0.034058824,0.0,0.0,0.0,0.0,0.0,0.01839571,-0.25980377,-0.27687624,0.2958652,-0.1991602,0.0,0.0,0.0,6.0E-4,0.0096,0.0114,0.0107,-28.202446,1.3048832,-21.613003,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,0.034226924,0.09089615,0.01652647,0.0107275,0.090875514,0.1129849,0.097586274,0.097341664,0.06579643,0.064245455,0.058166668,0.048757896,0.027939286,0.0,0.0,0.0,0.0,0.0,-0.001254874,-0.2530906,-0.25191575,0.32029057,-0.19336525,0.0,0.0,0.0,6.0E-4,0.009452941,0.0113,0.0101,-28.420963,1.2915275,-22.005697,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,0.0343,0.07989231,0.01737143,0.009755556,0.09545,0.1109625,0.091355555,0.08428182,0.045344446,0.048809092,0.03700909,0.033323076,0.019364705,0.0,0.0,0.0,0.0,0.0,-0.040274672,-0.42337564,-0.38974667,0.49978116,-0.3003818,0.0,0.0,0.0,6.0E-4,0.0098,0.0115,0.00948,-28.20963,1.2943623,-21.79423,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,0.0354,0.07224762,0.017494444,0.013554545,0.09133333,0.106545456,0.094925,0.092325,0.054880157,0.05484107,0.04464,0.040966667,0.02727,0.0,0.0,0.0,0.0,0.0,-0.013885177,-0.36029807,-0.34815463,0.40946698,-0.25437182,0.0,0.0,0.0,6.0E-4,0.00925,0.0109,0.0098,-27.372402,1.2626182,-21.679081,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,0.033506665,0.07964118,0.017126087,0.009485106,0.09195,0.10783077,0.09552143,0.08784,0.052363638,0.05282,0.044375,0.0373,0.02602,0.0,0.0,0.0,0.0,0.0,-0.041892286,-0.3656021,-0.32874486,0.4169078,-0.25303453,0.0,0.0,0.0,6.0E-4,0.00944,0.0112,0.0096,-29.705368,1.3860568,-21.431566,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,0.033558823,0.07531333,0.017008,0.013645454,0.095907696,0.11135,0.0994,0.09591111,0.0609,0.060527273,0.05287273,0.04547857,0.026759092,0.0,0.0,0.0,0.0,0.0,-0.017863248,-0.3055522,-0.28926784,0.35608512,-0.22326931,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.0101,-28.033463,1.3206586,-21.226881,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,0.035383333,0.07375217,0.017563159,0.009735849,0.08957353,0.1072625,0.09921,0.09916667,0.0645,0.06472,0.052416667,0.048633333,0.034746666,0.0,0.0,0.0,0.0,0.0,-2.1843585E-4,-0.30860886,-0.3084112,0.3434752,-0.21181266,0.0,0.0,0.0,6.0E-4,0.0091,0.0108,0.0101,-27.104403,1.2804328,-21.168158,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,0.03355,0.05781875,0.021737037,0.013719444,0.08248334,0.099617645,0.0757125,0.07418125,0.050272726,0.0512625,0.0487,0.0451,0.12133125,0.0,0.0,0.0,0.0,0.0,-0.010215574,-0.21712047,-0.20736483,0.34330133,-0.19210736,0.0,0.0,0.0,6.0E-4,0.00855,0.0101,0.007725,-25.463438,1.205007,-21.131361,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,0.034241177,0.095233336,0.017524527,0.009880909,0.09565385,0.110775,0.1000913,0.09564286,0.05716,0.055963635,0.052394446,0.04112963,0.027236667,0.0,0.0,0.0,0.0,0.0,-0.022726966,-0.3127955,-0.29214537,0.35779098,-0.25184643,0.0,0.0,0.0,6.0E-4,0.0097,0.0113,0.0103,-29.043978,1.3178599,-22.038744,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,0.034291666,0.08317272,0.0319375,0.0206,0.0988,0.11654545,0.11238,0.1181,0.082666665,0.08855,0.0812,0.07325,0.06428,0.0,0.0,0.0,0.0,0.0,0.02481779,-0.16107033,-0.185148,0.17874216,-0.17649014,0.0,0.0,0.0,6.0E-4,0.0101,0.0119,0.0115,-21.678165,1.5076602,-14.378681,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,0.03478,0.06621304,0.017517949,0.010025455,0.08930286,0.10366316,0.0844,0.08107778,0.054788094,0.05578889,0.048433334,0.0448,0.09763333,0.0,0.0,0.0,0.0,0.0,-0.020076541,-0.27076536,-0.252059,0.3631236,-0.19349733,0.0,0.0,0.0,6.0E-4,0.009,0.010566667,0.0087,-26.455202,1.153276,-22.939177,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,0.0348125,0.07434762,0.017736,0.0095625,0.097425,0.11268572,0.09804118,0.09816875,0.058033332,0.058208335,0.05139375,0.04342857,0.026333334,0.0,0.0,0.0,0.0,0.0,6.5020303E-4,-0.3121588,-0.3127455,0.3735505,-0.2569455,0.0,0.0,0.0,6.0E-4,0.0097,0.0115,0.0103,-27.251982,1.2566588,-21.686064,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,0.03482222,0.08407,0.013930882,0.010575,0.09584762,0.1114,0.095407695,0.087654546,0.045335293,0.0446375,0.037119046,0.02952353,0.01956,0.0,0.0,0.0,0.0,0.0,-0.042352527,-0.43982556,-0.40501758,0.5001443,-0.31821418,0.0,0.0,0.0,6.0E-4,0.009971429,0.01135,0.00965,-28.05156,1.2639599,-22.193394,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,0.034054544,0.076315,0.0145473685,0.0106375,0.09256667,0.109966666,0.09651667,0.09257,0.0494,0.0499,0.03971667,0.036808334,0.02189,0.0,0.0,0.0,0.0,0.0,-0.020872278,-0.41693172,-0.39953634,0.4693241,-0.3040783,0.0,0.0,0.0,6.0E-4,0.00945,0.0112,0.009933333,-28.00436,1.2765445,-21.93763,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,0.03381111,0.07430294,0.017377967,0.01372807,0.08971509,0.10545454,0.081471056,0.07460645,0.051114816,0.050516665,0.050280645,0.042878572,0.050769232,0.0,0.0,0.0,0.0,0.0,-0.04398204,-0.2367363,-0.19478236,0.35428023,-0.18685488,0.0,0.0,0.0,6.0E-4,0.009,0.010545455,0.008258333,-27.030596,1.2593243,-21.464365,0.20566666,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,0.03423333,0.06610555,0.02156984,0.0135919545,0.0818,0.0993,0.080345,0.08160833,0.057185713,0.060425,0.050655,0.04876154,0.06686471,0.0,0.0,0.0,0.0,0.0,0.0078006135,-0.22664121,-0.23402807,0.3243973,-0.17596301,0.0,0.0,0.0,6.0E-4,0.0084,0.00995,0.0084,-26.45564,1.2856494,-20.577648,0.21292,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,0.03422857,0.08134167,0.017581819,0.0096,0.09813023,0.11334325,0.10331562,0.09816897,0.058526088,0.05875,0.05242941,0.044609524,0.019354839,0.0,0.0,0.0,0.0,0.0,-0.025543652,-0.32672766,-0.30371878,0.36745405,-0.25299382,0.0,0.0,0.0,6.0E-4,0.0097,0.0112,0.010538462,-28.896124,1.30865,-22.080864,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,0.0342,0.042557143,0.08742,0.053214286,0.05075,0.0658,0.054420587,0.09785,0.14484616,0.16548,0.20906667,0.17394,0.25416428,0.0,0.0,0.0,0.0,0.0,0.2852121,0.58692056,0.36236763,-0.5212224,0.19364193,0.0,0.0,0.0,5.0E-4,0.0053,0.00685,0.00555,-16.4643,1.6844968,-9.774017,0.2212,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,0.034266666,0.08375714,0.014571739,0.010718421,0.09582273,0.11202857,0.09866923,0.09307143,0.05183333,0.05368,0.044108335,0.038036365,0.019590909,0.0,0.0,0.0,0.0,0.0,-0.029194642,-0.38213915,-0.35692653,0.43500435,-0.2845876,0.0,0.0,0.0,6.0E-4,0.009963636,0.0114,0.009954546,-27.982899,1.2515293,-22.358963,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,0.03425769,0.08161515,0.01380137,0.009698148,0.09554166,0.11120571,0.092209525,0.08896875,0.050384443,0.052507143,0.044813335,0.037256666,0.027145239,0.0,0.0,0.0,0.0,0.0,-0.017887238,-0.34589988,-0.33005476,0.4255402,-0.27688137,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.00944375,-29.198912,1.3328347,-21.907375,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,0.034793332,0.068636365,0.017352382,0.009656603,0.087973334,0.10333684,0.09527778,0.09646,0.060925,0.064025,0.05019,0.045066666,0.051015,0.0,0.0,0.0,0.0,0.0,0.006165821,-0.30995026,-0.3155131,0.34617296,-0.22578391,0.0,0.0,0.0,6.0E-4,0.0089714285,0.01052,0.009957143,-26.757421,1.1930052,-22.428587,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,0.03425,0.08233877,0.017128572,0.009624752,0.09743611,0.11328095,0.0974775,0.0972125,0.058258824,0.05857353,0.05125,0.042784847,0.027627273,0.0,0.0,0.0,0.0,0.0,-0.0013611497,-0.31082013,-0.30958998,0.37701693,-0.25055218,0.0,0.0,0.0,6.0E-4,0.0098,0.0115,0.0103,-28.884853,1.3478184,-21.43082,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,0.033560716,0.07226111,0.01758077,0.00956875,0.08752381,0.10358929,0.08013572,0.072776474,0.044907406,0.0445,0.041016668,0.0365625,0.026966667,0.0,0.0,0.0,0.0,0.0,-0.048127253,-0.3228913,-0.27910122,0.4327112,-0.23681296,0.0,0.0,0.0,6.0E-4,0.008858823,0.01055,0.008,-28.932226,1.322876,-21.870703,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,0.033565383,0.07456923,0.01383421,0.009609474,0.0895125,0.10448824,0.08960698,0.081821054,0.043113332,0.041156,0.037290476,0.03275,0.019642424,0.0,0.0,0.0,0.0,0.0,-0.04541803,-0.41227385,-0.37385616,0.47396228,-0.3098244,0.0,0.0,0.0,6.0E-4,0.009458333,0.0108,0.009,-28.872677,1.3085448,-22.064722,0.215025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,0.033475,0.07473182,0.017417857,0.013609678,0.08983214,0.112895235,0.089045,0.08229375,0.050625,0.049127273,0.042377274,0.037744444,0.027190477,0.0,0.0,0.0,0.0,0.0,-0.03940296,-0.35509756,-0.32017443,0.45415613,-0.23825644,0.0,0.0,0.0,6.0E-4,0.009433334,0.0112,0.008866667,-27.7975,1.2536582,-22.17311,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,0.03479,0.073375,0.01688,0.010616,0.0888625,0.104363635,0.09115,0.08753333,0.053633332,0.0538,0.046425,0.04146667,0.027145455,0.0,0.0,0.0,0.0,0.0,-0.020240659,-0.32509542,-0.30687404,0.3842374,-0.24014167,0.0,0.0,0.0,6.0E-4,0.009,0.0107,0.009422222,-26.810387,1.1815926,-22.690042,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,0.03424,0.08229697,0.013894828,0.009656191,0.09805,0.11338182,0.09796364,0.098204,0.05968387,0.050442424,0.051913332,0.043116666,0.019023333,0.0,0.0,0.0,0.0,0.0,0.0012252948,-0.30725405,-0.30836326,0.37187108,-0.24397144,0.0,0.0,0.0,6.0E-4,0.0097,0.0113,0.0103,-28.667604,1.3458716,-21.300402,0.215025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,0.034291666,0.079,0.01643125,0.012638889,0.0949,0.11015555,0.09043334,0.08326667,0.047966667,0.04775,0.040033333,0.03421111,0.021458333,0.0,0.0,0.0,0.0,0.0,-0.041258886,-0.3863056,-0.35063532,0.46689352,-0.26898655,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.0092,-28.580591,1.3218206,-21.62214,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,0.034273334,0.07595,0.017544,0.0107,0.09531538,0.110877775,0.09536429,0.09144445,0.05643,0.05674,0.04835,0.04106,0.027693333,0.0,0.0,0.0,0.0,0.0,-0.020983173,-0.3271372,-0.3082701,0.3926939,-0.23678496,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.00995,-28.555532,1.3356491,-21.379517,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,0.03428125,0.07533571,0.016586207,0.010776744,0.08792258,0.1042375,0.09466667,0.090925,0.05604667,0.05968,0.0492,0.04392727,0.029186666,0.0,0.0,0.0,0.0,0.0,-0.020160748,-0.3160334,-0.29776987,0.35869655,-0.2373133,0.0,0.0,0.0,6.0E-4,0.0091,0.010569231,0.0096,-27.876831,1.2360033,-22.55401,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,0.0336,0.07425,0.01752,0.012422223,0.0981125,0.1124,0.09059375,0.082707144,0.0529,0.0525,0.04887778,0.044391666,0.02882857,0.0,0.0,0.0,0.0,0.0,-0.045508154,-0.29910025,-0.2570915,0.39386842,-0.2198051,0.0,0.0,0.0,6.0E-4,0.00975,0.01125,0.00945,-28.869774,1.3393723,-21.554705,0.22426666,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,0.034857143,0.07156666,0.018441666,0.012913333,0.09268333,0.110133335,0.1026,0.10656,0.073233336,0.0752,0.0633875,0.060025,0.08432727,0.0,0.0,0.0,0.0,0.0,0.018932868,-0.23623769,-0.25403434,0.2693961,-0.18536095,0.0,0.0,0.0,6.0E-4,0.00946,0.0113,0.010528571,-26.442766,1.1864799,-22.286737,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,0.0336,0.081263155,0.0175375,0.0096125,0.09625,0.11084444,0.10334,0.10584615,0.06495,0.0682,0.0569,0.04871111,0.027681818,0.0,0.0,0.0,0.0,0.0,0.011980486,-0.28981528,-0.30075154,0.32158706,-0.23944424,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.01052,-27.99708,1.3132535,-21.318869,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,0.0342,0.08476666,0.018225,0.014566666,0.09942,0.11428,0.10195,0.09833334,0.0531,0.0539,0.04575,0.04,0.022766666,0.0,0.0,0.0,0.0,0.0,-0.018057723,-0.380501,-0.36495087,0.42823222,-0.29870132,0.0,0.0,0.0,6.0E-4,0.0102,0.011666667,0.0104,-28.975119,1.3390778,-21.638113,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,0.03423077,0.07439048,0.017565217,0.009514285,0.09720476,0.113507144,0.0971625,0.0967125,0.05923889,0.058546666,0.051172223,0.04303333,0.02786923,0.0,0.0,0.0,0.0,0.0,-0.002321084,-0.3100439,-0.30794442,0.37852296,-0.24029034,0.0,0.0,0.0,6.0E-4,0.0097,0.0114,0.00994,-28.33501,1.2995328,-21.803999,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,0.03353846,0.07726666,0.016478572,0.0108,0.09275,0.10873333,0.09058,0.08106667,0.04675,0.044775,0.0399,0.035164285,0.020185715,0.0,0.0,0.0,0.0,0.0,-0.055423934,-0.388412,-0.34031412,0.4631083,-0.2684835,0.0,0.0,0.0,6.0E-4,0.0096,0.011055555,0.0092,-29.553122,1.3590193,-21.745918,0.224,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,0.034266666,0.07912,0.017443478,0.009447916,0.0944625,0.11145,0.09168,0.08776667,0.0493,0.048681818,0.04141111,0.03775,0.0211,0.0,0.0,0.0,0.0,0.0,-0.02180775,-0.37770283,-0.3588509,0.45818648,-0.28064203,0.0,0.0,0.0,6.0E-4,0.0097,0.0113,0.00944,-28.052444,1.2866011,-21.80353,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,0.034815,0.06650227,0.017422033,0.009733044,0.08382812,0.09977667,0.08828823,0.08421818,0.05652,0.0568125,0.047992308,0.041015383,0.04326087,0.0,0.0,0.0,0.0,0.0,-0.023593621,-0.29568362,-0.2740015,0.35044137,-0.19680645,0.0,0.0,0.0,6.0E-4,0.0087,0.0104,0.009,-28.590263,1.3112181,-21.804354,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,0.03387,0.0797,0.016746154,0.011720982,0.095436364,0.111,0.09088334,0.08305714,0.043855555,0.04365,0.03805,0.032425,0.021990908,0.0,0.0,0.0,0.0,0.0,-0.04499352,-0.40977252,-0.3716308,0.48943308,-0.30888626,0.0,0.0,0.0,6.0E-4,0.0097,0.0113,0.00945,-28.131153,1.2685534,-22.175774,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,0.034084387,0.07975789,0.014865625,0.010711628,0.095704764,0.111128,0.0915,0.08357143,0.049082354,0.048305884,0.04138,0.03521438,0.019792592,0.0,0.0,0.0,0.0,0.0,-0.045287646,-0.37718242,-0.33766264,0.45733997,-0.25999314,0.0,0.0,0.0,6.0E-4,0.0098,0.0113,0.009366667,-28.858582,1.3065418,-22.087759,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,0.03423077,0.08051,0.017388,0.009696429,0.09558,0.11128,0.107327275,0.11127,0.0721375,0.0715,0.06365,0.05268,0.026633333,0.0,0.0,0.0,0.0,0.0,0.018036492,-0.25545663,-0.27223876,0.27228037,-0.21336372,0.0,0.0,0.0,6.0E-4,0.0096,0.0114,0.0108,-28.184319,1.2886087,-21.871899,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
