system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,NDI45,NDVI,NDVIre,NDWI,NDre1,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,VH,VH_VV_ratio,VV,WVP,label,.geo
0,0.035385713,0.047475,0.067933336,0.03272,0.06915,0.085325,0.07314,0.1020375,0.1692,0.19051667,0.12913333,0.19833334,0.26117143,0.0,0.0,0.0,0.0,0.0,0.16496122,0.27682012,0.1172113,-0.2042743,0.24761511,0.0,0.0,0.0,5.0E-4,0.00715,0.0087,0.0075,-16.63391,1.5661718,-10.620744,0.217175,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.0333,0.080557145,0.0211,0.013427778,0.096225,0.11533333,0.099375,0.0915,0.05695,0.06085,0.05315,0.0406,0.02828,0.0,0.0,0.0,0.0,0.0,-0.04125738,-0.3030651,-0.2651227,0.3690771,-0.2327383,0.0,0.0,0.0,6.0E-4,0.009933333,0.0118,0.0104,-29.691002,1.3767463,-21.566067,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.0342,0.0583875,0.024972728,0.013494444,0.08923333,0.10558889,0.08998,0.09026667,0.07225,0.0754,0.0647,0.0602,0.15257142,0.0,0.0,0.0,0.0,0.0,0.0015904235,-0.16343418,-0.16498172,0.24011484,-0.11086042,0.0,0.0,0.0,6.0E-4,0.009,0.0104,0.009475,-27.522959,1.3049179,-21.091717,0.2124,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.03358889,0.076272726,0.017474074,0.0107375,0.09106,0.10746154,0.09215833,0.087725,0.0564,0.055428572,0.048853844,0.045308333,0.0283,0.0,0.0,0.0,0.0,0.0,-0.024645606,-0.3070975,-0.28460598,0.37493238,-0.21734604,0.0,0.0,0.0,6.0E-4,0.00925,0.011042858,0.009433334,-28.48127,1.343139,-21.205004,0.216875,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.033533335,0.076855555,0.01717037,0.010619231,0.09214,0.11155714,0.09575,0.09128334,0.055933334,0.0572,0.04974,0.040275,0.024755556,0.0,0.0,0.0,0.0,0.0,-0.023881627,-0.31624162,-0.2945848,0.38325006,-0.24012227,0.0,0.0,0.0,6.0E-4,0.009466667,0.0112,0.0097,-28.78914,1.3748276,-20.940182,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.033572726,0.07385278,0.017235594,0.00955566,0.0901138,0.105175,0.0978575,0.09756857,0.06275402,0.067031816,0.058375,0.050572973,0.046628196,0.0,0.0,0.0,0.0,0.0,-0.0014784418,-0.25271627,-0.25133175,0.28615102,-0.21715312,0.0,0.0,0.0,6.0E-4,0.009446667,0.011035294,0.0103,-28.19187,1.3074661,-21.562218,0.215025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.033566665,0.06256,0.01727619,0.009908475,0.08430833,0.09511875,0.072663635,0.06859,0.042720832,0.040775,0.0369,0.03542,0.04981905,0.0,0.0,0.0,0.0,0.0,-0.02883915,-0.32641885,-0.30040765,0.4409885,-0.23240477,0.0,0.0,0.0,6.0E-4,0.00855,0.009925,0.00735,-26.954247,1.1958885,-22.539097,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.03356,0.0760125,0.017473914,0.0107875,0.09543333,0.1105875,0.09216667,0.08826666,0.05272857,0.056525,0.0498,0.04468,0.025508333,0.0,0.0,0.0,0.0,0.0,-0.021614667,-0.29842687,-0.27860934,0.37900397,-0.25205174,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.00946,-28.43806,1.2950435,-21.959156,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.03369804,0.07658125,0.01682143,0.011772962,0.091915384,0.11156,0.09358833,0.08525417,0.0495,0.050183333,0.0402375,0.037108332,0.020365218,0.0,0.0,0.0,0.0,0.0,-0.046600554,-0.39865866,-0.35872236,0.46985292,-0.26532885,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.009525,-27.923435,1.2824814,-21.772974,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.03402,0.0801,0.017427586,0.012609091,0.09170833,0.1112,0.101490304,0.09974445,0.05714,0.061166666,0.04886923,0.044726666,0.02705,0.0,0.0,0.0,0.0,0.0,-0.008675724,-0.3499683,-0.342332,0.3893988,-0.27156577,0.0,0.0,0.0,6.0E-4,0.0094428575,0.0114,0.0103,-28.42791,1.3192248,-21.54895,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.03485,0.08092222,0.015501872,0.009572222,0.09526364,0.1114,0.09805852,0.0957,0.05305,0.052763637,0.044873334,0.041158333,0.026977777,0.0,0.0,0.0,0.0,0.0,-0.012172463,-0.3721017,-0.36156693,0.42570707,-0.2867227,0.0,0.0,0.0,6.0E-4,0.00975,0.0113,0.0099,-28.150288,1.2942436,-21.750378,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.0354,0.0804875,0.017714286,0.009779311,0.09990769,0.11102,0.09958,0.09535714,0.0569125,0.0564125,0.045022223,0.041525,0.026522728,0.0,0.0,0.0,0.0,0.0,-0.02166265,-0.37729555,-0.3585635,0.42294818,-0.25247738,0.0,0.0,0.0,6.0E-4,0.009975,0.0114,0.0101,-28.16212,1.2868134,-21.885162,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.0336,0.07964,0.017390909,0.012307692,0.09244,0.1066,0.09028,0.08523333,0.0448,0.04945,0.040266667,0.0362,0.0185,0.0,0.0,0.0,0.0,0.0,-0.028753746,-0.38310692,-0.35830012,0.45165685,-0.31094593,0.0,0.0,0.0,6.0E-4,0.00942,0.0109,0.0093,-29.319178,1.3138455,-22.315544,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.034224,0.081813514,0.017331373,0.009677143,0.09697234,0.108960085,0.089974195,0.08550861,0.050380953,0.049915,0.043019567,0.03535,0.02741143,0.0,0.0,0.0,0.0,0.0,-0.025447436,-0.35305887,-0.33058155,0.4338773,-0.2585015,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.009385,-28.820623,1.3080616,-22.033077,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.03599091,0.06438125,0.022227272,0.012713636,0.08442941,0.10362222,0.0958,0.09959091,0.06837143,0.06881667,0.06507143,0.056325,0.0894,0.0,0.0,0.0,0.0,0.0,0.019401696,-0.19101323,-0.20963801,0.22852546,-0.18587191,0.0,0.0,0.0,6.0E-4,0.008822222,0.010566667,0.0098,-25.807829,1.2478534,-20.68178,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.033575,0.074551724,0.017104445,0.009539796,0.091808334,0.107363634,0.0840625,0.075959094,0.04484762,0.044577777,0.040728573,0.037113044,0.027002778,0.0,0.0,0.0,0.0,0.0,-0.050639465,-0.34725183,-0.30192155,0.44995657,-0.25753102,0.0,0.0,0.0,6.0E-4,0.0093,0.0109,0.0085,-29.250486,1.3552039,-21.583828,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.0348,0.07554545,0.017517857,0.013295238,0.09180588,0.10792,0.09965,0.096025,0.05688889,0.05633,0.045083333,0.040944446,0.027214285,0.0,0.0,0.0,0.0,0.0,-0.018525645,-0.37701523,-0.36101103,0.41068822,-0.2559356,0.0,0.0,0.0,6.0E-4,0.009433334,0.01105,0.0100125,-27.549044,1.3016392,-21.164885,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.0341,0.077,0.018985715,0.012958333,0.09474,0.1105,0.0866,0.0791,0.04845,0.0504,0.044,0.0387,0.02478,0.0,0.0,0.0,0.0,0.0,-0.045262527,-0.32618684,-0.28513402,0.43042073,-0.2402979,0.0,0.0,0.0,6.0E-4,0.00945,0.0113,0.00885,-29.003006,1.4017054,-20.691229,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.033933334,0.07486428,0.017625,0.013493333,0.09005,0.11289231,0.09125555,0.08974706,0.04967647,0.04961667,0.042944446,0.0422,0.026909525,0.0,0.0,0.0,0.0,0.0,-0.008334116,-0.35999334,-0.35271746,0.44885343,-0.28740188,0.0,0.0,0.0,6.0E-4,0.00945,0.0112,0.00946,-28.04911,1.2790046,-21.930422,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.03425,0.081315,0.017072223,0.009532203,0.09859643,0.11324516,0.08810715,0.081816666,0.0509,0.05282222,0.04306111,0.03768,0.02704091,0.0,0.0,0.0,0.0,0.0,-0.037019417,-0.34342176,-0.31034788,0.4490162,-0.23295239,0.0,0.0,0.0,6.0E-4,0.00995,0.0115,0.009433334,-27.931503,1.2652028,-22.076702,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.034222223,0.060061537,0.017461112,0.009876471,0.072657146,0.088193335,0.056811113,0.05653,0.05635,0.0576,0.0477375,0.0482625,0.066026315,0.0,0.0,0.0,0.0,0.0,-0.0024802487,-0.08678844,-0.08432634,0.2976207,-0.0015946012,0.0,0.0,0.0,6.0E-4,0.00745,0.00885,0.0060285716,-26.940762,1.2694008,-21.223211,0.2016,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.034155555,0.07194167,0.01854737,0.010663793,0.08836,0.10368485,0.08297059,0.08044445,0.05645,0.05662143,0.05272,0.045157142,0.06626429,0.0,0.0,0.0,0.0,0.0,-0.015458441,-0.22293802,-0.20819707,0.32585213,-0.17527701,0.0,0.0,0.0,6.0E-4,0.008855555,0.01046579,0.0084,-28.494656,1.2902269,-22.084995,0.2029075,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.033527274,0.082205266,0.017334616,0.013427272,0.089585,0.10536,0.09068,0.0818,0.050033335,0.050272223,0.0424,0.035205,0.0275,0.0,0.0,0.0,0.0,0.0,-0.051484253,-0.36278933,-0.31723028,0.42609638,-0.24096079,0.0,0.0,0.0,6.0E-4,0.0095,0.01104,0.0092,-28.447763,1.3183969,-21.577541,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0343,0.08175,0.01755,0.009625532,0.09362595,0.10475769,0.08431538,0.07451053,0.043135714,0.0451125,0.03712857,0.0333,0.020223077,0.0,0.0,0.0,0.0,0.0,-0.061733328,-0.38854805,-0.33484647,0.47664317,-0.26668778,0.0,0.0,0.0,6.0E-4,0.009533334,0.011033333,0.0087,-28.825209,1.3122933,-21.965523,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.03355,0.04494,0.06368,0.0363,0.08822,0.1031,0.093266666,0.1019,0.14406666,0.1629,0.1281,0.1623,0.22943333,0.0,0.0,0.0,0.0,0.0,0.044235684,0.1573558,0.11391304,-0.10813145,0.17143245,0.0,0.0,0.0,6.0E-4,0.0087,0.010566667,0.00944,-19.309893,1.5509561,-12.450315,0.22375,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.0342875,0.0806,0.0171675,0.009572,0.09585,0.11110435,0.09528182,0.08787222,0.048910525,0.04898077,0.041318517,0.036991667,0.026296297,0.0,0.0,0.0,0.0,0.0,-0.040455535,-0.39504516,-0.3603486,0.45784357,-0.28484365,0.0,0.0,0.0,6.0E-4,0.009946667,0.0114,0.0097,-29.051893,1.3227161,-21.963816,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.033536363,0.08,0.017168421,0.011540694,0.09494167,0.11186667,0.08597625,0.076733336,0.048341177,0.0449,0.04096,0.035246503,0.027255556,0.0,0.0,0.0,0.0,0.0,-0.056806207,-0.3546367,-0.3039538,0.46396792,-0.22700195,0.0,0.0,0.0,6.0E-4,0.00965,0.01135,0.0088,-28.94087,1.2758398,-22.68378,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.03359375,0.07464211,0.013625806,0.009373913,0.09745909,0.11315862,0.10381818,0.09795455,0.05872,0.05654,0.04794,0.040666666,0.0200625,0.0,0.0,0.0,0.0,0.0,-0.029060565,-0.36820537,-0.342813,0.40483662,-0.2504207,0.0,0.0,0.0,6.0E-4,0.0097,0.0115,0.010522222,-27.623121,1.2405369,-22.267069,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.0339,0.0773875,0.01686111,0.012694118,0.09267143,0.110457145,0.09116667,0.084063634,0.048077777,0.044675,0.04111,0.033716667,0.02436,0.0,0.0,0.0,0.0,0.0,-0.040535416,-0.378424,-0.3431524,0.45753413,-0.27232838,0.0,0.0,0.0,6.0E-4,0.009457143,0.0113,0.0093,-27.574223,1.2786622,-21.5649,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.033933334,0.074620835,0.01739,0.01056,0.09574286,0.111,0.0997,0.092483334,0.048844445,0.05215,0.04478,0.037,0.01905,0.0,0.0,0.0,0.0,0.0,-0.037550926,-0.3801218,-0.3475315,0.42508665,-0.30877787,0.0,0.0,0.0,6.0E-4,0.0097,0.0115,0.0103,-27.651882,1.2059549,-22.92945,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.033535715,0.080425,0.017747618,0.009848889,0.0942,0.108375,0.092675,0.084042855,0.04517143,0.0447,0.041725,0.033028573,0.01996,0.0,0.0,0.0,0.0,0.0,-0.04884705,-0.37909228,-0.33647594,0.44403732,-0.30082917,0.0,0.0,0.0,6.0E-4,0.0096,0.011071429,0.0093,-29.053055,1.3581412,-21.391779,0.224,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.034047727,0.0780125,0.017451853,0.01173077,0.0926625,0.11046,0.095515385,0.09183,0.05266923,0.056155555,0.048425,0.0408,0.027842857,0.0,0.0,0.0,0.0,0.0,-0.019671608,-0.327152,-0.30947202,0.39043963,-0.27101022,0.0,0.0,0.0,6.0E-4,0.009444444,0.01125,0.0098,-28.079361,1.3300977,-21.11075,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.033941668,0.07426562,0.017239025,0.009517544,0.089708105,0.10536923,0.089594446,0.08241818,0.05045,0.051276665,0.045116667,0.035155103,0.027655883,0.0,0.0,0.0,0.0,0.0,-0.04171941,-0.33017156,-0.29248095,0.40038678,-0.24060072,0.0,0.0,0.0,6.0E-4,0.009455555,0.0109,0.009,-28.844162,1.3545442,-21.294369,0.21305,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.033875,0.07607273,0.013597619,0.009608772,0.095735714,0.107061535,0.09160833,0.08397778,0.04866,0.04853333,0.0409,0.03691111,0.019045455,0.0,0.0,0.0,0.0,0.0,-0.04345759,-0.38268033,-0.34495953,0.44715363,-0.26627243,0.0,0.0,0.0,6.0E-4,0.0096,0.011033333,0.0092,-28.524992,1.3187159,-21.630884,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.033888463,0.072,0.017680597,0.009658416,0.09215,0.107542105,0.10375173,0.10366666,0.06901429,0.068135716,0.0612,0.0532,0.08098064,0.0,0.0,0.0,0.0,0.0,-4.101048E-4,-0.25796473,-0.25758186,0.27463272,-0.20067282,0.0,0.0,0.0,6.0E-4,0.009452381,0.0109,0.0104,-28.072762,1.3252969,-21.182243,0.2054875,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.03355,0.07588182,0.01738,0.013143334,0.09218571,0.10959465,0.09207143,0.08699,0.05436143,0.05399375,0.049083333,0.04442,0.027363159,0.0,0.0,0.0,0.0,0.0,-0.028378138,-0.30454585,-0.27857527,0.38134664,-0.23083296,0.0,0.0,0.0,6.0E-4,0.00945,0.011125,0.009466667,-27.99402,1.2738664,-21.975632,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.034333333,0.07765,0.01642,0.010669565,0.09455,0.11253333,0.0966,0.091695,0.052333333,0.051442858,0.045045834,0.0379375,0.023432223,0.0,0.0,0.0,0.0,0.0,-0.02604955,-0.3639653,-0.34115022,0.42827678,-0.27329117,0.0,0.0,0.0,6.0E-4,0.00965,0.0114,0.00996,-27.915724,1.2587454,-22.177418,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.03358,0.07923333,0.017108334,0.013416667,0.09502,0.110057145,0.09945,0.095675,0.05264,0.053283334,0.045533333,0.041275,0.026033333,0.0,0.0,0.0,0.0,0.0,-0.019346576,-0.3718818,-0.35509,0.41470283,-0.29015946,0.0,0.0,0.0,6.0E-4,0.0098,0.0113,0.0101,-28.588362,1.3033725,-21.934145,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.033527274,0.08207143,0.017064,0.013408333,0.097963154,0.11340869,0.10602857,0.105627276,0.06598333,0.066646665,0.058514286,0.0498625,0.02806,0.0,0.0,0.0,0.0,0.0,-0.0018959822,-0.2887654,-0.28702658,0.3192965,-0.23101103,0.0,0.0,0.0,6.0E-4,0.00965,0.0114,0.01035,-28.589178,1.3360597,-21.398129,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.033585,0.077225,0.016484614,0.01066087,0.09246,0.1068,0.08915,0.084625,0.0456,0.04574,0.039933335,0.032,0.020714285,0.0,0.0,0.0,0.0,0.0,-0.02603941,-0.38127822,-0.35880107,0.45570192,-0.29967362,0.0,0.0,0.0,6.0E-4,0.009475,0.0109,0.0092,-28.76355,1.3143519,-21.884207,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.03411,0.072471425,0.025542857,0.017142856,0.0882,0.10365,0.0917,0.09175,0.0574,0.060833335,0.052875,0.05055,0.03552,0.0,0.0,0.0,0.0,0.0,2.7255842E-4,-0.26854575,-0.26879862,0.32438907,-0.23030509,0.0,0.0,0.0,6.0E-4,0.00895,0.0107,0.0093,-27.171753,1.3554028,-20.046995,0.2126,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.03355,0.080625,0.01843,0.01332,0.096675,0.1123,0.0987,0.08875,0.0499,0.04995,0.0435,0.03395,0.020033333,0.0,0.0,0.0,0.0,0.0,-0.053080846,-0.38818568,-0.342155,0.4415918,-0.28020194,0.0,0.0,0.0,6.0E-4,0.009966667,0.0115,0.0101,-29.992622,1.4022899,-21.388319,0.22375,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.033516668,0.07669091,0.017338462,0.013582857,0.09014432,0.106633335,0.08421111,0.07613077,0.04503846,0.0448,0.041084614,0.037292857,0.027623529,0.0,0.0,0.0,0.0,0.0,-0.05039445,-0.3441977,-0.2989894,0.44374242,-0.25660235,0.0,0.0,0.0,6.0E-4,0.00925,0.0108,0.0087,-28.409645,1.2965087,-21.912422,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.0342,0.0818125,0.017561538,0.013438461,0.09738,0.11055,0.10011818,0.092,0.05265,0.052075,0.043633334,0.037133332,0.018566666,0.0,0.0,0.0,0.0,0.0,-0.04225619,-0.39293393,-0.35659868,0.43400714,-0.27203596,0.0,0.0,0.0,6.0E-4,0.0098,0.0113,0.0102,-29.521576,1.3457044,-21.937637,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.034226667,0.08179762,0.017743137,0.00978125,0.09807609,0.1129102,0.09908095,0.0977525,0.058510344,0.058858622,0.052944444,0.045153845,0.027535293,0.0,0.0,0.0,0.0,0.0,-0.0067491243,-0.30347896,-0.29733884,0.3615561,-0.25112912,0.0,0.0,0.0,6.0E-4,0.0097,0.0114,0.0099769235,-28.425695,1.3186183,-21.557182,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.034275,0.052957144,0.02140625,0.0135413045,0.0838875,0.10297857,0.09571818,0.0916625,0.06413,0.06404,0.05694,0.048607692,0.1739,0.0,0.0,0.0,0.0,0.0,-0.0216441,-0.25401968,-0.23366025,0.28788757,-0.17672543,0.0,0.0,0.0,6.0E-4,0.0087,0.0104,0.0096,-25.402882,1.3604456,-18.672472,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.03301143,0.0818,0.017521739,0.009795745,0.08890556,0.112712,0.097548,0.08981111,0.0517625,0.05298182,0.045025,0.036335714,0.02731875,0.0,0.0,0.0,0.0,0.0,-0.04129445,-0.36839375,-0.33215222,0.42911303,-0.26875496,0.0,0.0,0.0,6.0E-4,0.0096,0.0112,0.0099444445,-29.73431,1.3964046,-21.293478,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.033573683,0.07865,0.01674,0.010810714,0.0927,0.112111114,0.09298,0.08808889,0.0554,0.05558,0.048685715,0.04362,0.027330158,0.0,0.0,0.0,0.0,0.0,-0.027012398,-0.31266764,-0.2880884,0.39444435,-0.22781481,0.0,0.0,0.0,6.0E-4,0.009441666,0.0114,0.0096,-28.3476,1.3093575,-21.650007,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.034308333,0.08251177,0.01698,0.00955,0.09178667,0.11122666,0.096125,0.0871,0.052536365,0.053085715,0.049057145,0.0412,0.027325,0.0,0.0,0.0,0.0,0.0,-0.04925638,-0.32419863,-0.279404,0.38787147,-0.24752603,0.0,0.0,0.0,6.0E-4,0.0094375,0.0112,0.0098,-27.942421,1.2884976,-21.686049,0.21835,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.033563636,0.075171426,0.014847368,0.010835294,0.09262857,0.1104,0.10558,0.102075,0.06118,0.062625,0.05414286,0.04522,0.026242858,0.0,0.0,0.0,0.0,0.0,-0.016878953,-0.32203996,-0.30682883,0.3418996,-0.2504977,0.0,0.0,0.0,6.0E-4,0.00945,0.0112,0.01075,-28.331043,1.3266983,-21.35455,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.0336,0.0799,0.01867,0.0147846155,0.094925,0.11006667,0.1012,0.09703334,0.0631,0.063225,0.057675,0.0476,0.0291,0.0,0.0,0.0,0.0,0.0,-0.02101898,-0.27395752,-0.25440347,0.31233543,-0.21190675,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.0103,-28.609877,1.3254982,-21.584244,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.0336,0.07092,0.020614285,0.0145333335,0.08651666,0.1046,0.0887,0.0849,0.05174,0.053733334,0.047025,0.0431,0.07285,0.0,0.0,0.0,0.0,0.0,-0.021889385,-0.3070547,-0.28709495,0.3797197,-0.24268152,0.0,0.0,0.0,6.0E-4,0.008833333,0.01061,0.0091,-28.26632,1.3086649,-21.599356,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.034255,0.082354546,0.017625641,0.009626606,0.0974717,0.113245614,0.10580652,0.09763684,0.058707893,0.058061905,0.05009091,0.042573333,0.026831035,0.0,0.0,0.0,0.0,0.0,-0.040157028,-0.35738635,-0.32184833,0.3866539,-0.2489943,0.0,0.0,0.0,6.0E-4,0.009929412,0.01145,0.01047,-28.288391,1.2907444,-21.916338,0.215025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.033325,0.068971425,0.051625,0.031325,0.090975,0.10781667,0.096766666,0.10715,0.1105,0.12103,0.08065,0.115125,0.105025,0.0,0.0,0.0,0.0,0.0,0.050919514,-0.09084076,-0.14110756,0.14414573,0.01539167,0.0,0.0,0.0,6.0E-4,0.00925,0.0109,0.009933333,-21.261383,1.4132605,-15.044208,0.21829167,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.033003572,0.07406875,0.017516667,0.009718367,0.091054544,0.10582,0.097615786,0.08994546,0.0584625,0.05998,0.050957143,0.041230768,0.02749,0.0,0.0,0.0,0.0,0.0,-0.04089506,-0.31404537,-0.276704,0.34994167,-0.21213794,0.0,0.0,0.0,6.0E-4,0.00952,0.011033333,0.0098,-29.17524,1.3690518,-21.310545,0.21715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.0336,0.07163333,0.018490909,0.012564286,0.08873333,0.1062,0.0891,0.08275,0.05403333,0.0532,0.05005,0.04555,0.057666667,0.0,0.0,0.0,0.0,0.0,-0.036950845,-0.2806324,-0.24623492,0.35936,-0.20994274,0.0,0.0,0.0,6.0E-4,0.009,0.0108,0.0092,-27.499636,1.2764523,-21.543802,0.2133,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.03482353,0.07425278,0.017418182,0.009666981,0.0898575,0.107096,0.0996,0.095583335,0.056886666,0.056941666,0.04890625,0.044964287,0.026725,0.0,0.0,0.0,0.0,0.0,-0.020578947,-0.34135768,-0.32304808,0.37300584,-0.25379857,0.0,0.0,0.0,6.0E-4,0.0093,0.0109,0.00995,-28.559868,1.2872443,-22.186829,0.217,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.0339,0.07487059,0.017561905,0.009902564,0.09815556,0.113966666,0.097375,0.08964286,0.050935294,0.0506,0.04251111,0.035618182,0.023495454,0.0,0.0,0.0,0.0,0.0,-0.041344382,-0.392204,-0.35664272,0.45664987,-0.27534553,0.0,0.0,0.0,6.0E-4,0.0099625,0.0113,0.0098,-29.186653,1.3458037,-21.687155,0.22426666,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.03432,0.08385833,0.017596297,0.01339375,0.09984,0.11918667,0.11513333,0.11557778,0.076314285,0.07666667,0.065875,0.056514286,0.0271,0.0,0.0,0.0,0.0,0.0,0.001926433,-0.27213293,-0.27391577,0.28807515,-0.20461239,0.0,0.0,0.0,6.0E-4,0.0103,0.012,0.01162,-28.521915,1.3219843,-21.575079,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.0354,0.066885,0.017702777,0.0134085715,0.087623075,0.103375,0.088308334,0.08585667,0.05702,0.057,0.050452083,0.045314286,0.1088085,0.0,0.0,0.0,0.0,0.0,-0.014076684,-0.27281737,-0.25973818,0.34404162,-0.20182909,0.0,0.0,0.0,6.0E-4,0.008921429,0.01056,0.0092,-26.62454,1.2662946,-21.02555,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.0348,0.0798,0.01714138,0.013792,0.09746,0.11299091,0.097773686,0.08961538,0.051753845,0.05114,0.043505263,0.03788,0.026944444,0.0,0.0,0.0,0.0,0.0,-0.04353671,-0.3841225,-0.34637842,0.4440086,-0.2678202,0.0,0.0,0.0,6.0E-4,0.0097,0.01125,0.0099375,-27.176699,1.2943084,-20.997082,0.2155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.0342,0.0779925,0.017585713,0.01256,0.09585,0.11105714,0.10125,0.095866665,0.05115,0.051966667,0.04526,0.0385325,0.024416666,0.0,0.0,0.0,0.0,0.0,-0.027310401,-0.38215822,-0.35859036,0.42092082,-0.3041605,0.0,0.0,0.0,6.0E-4,0.0096375,0.01125,0.0103,-28.909615,1.3614771,-21.234007,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.03430909,0.079,0.01569386,0.010533334,0.096,0.109488115,0.095466666,0.087642856,0.05285,0.05235,0.04476667,0.0373,0.0197,0.0,0.0,0.0,0.0,0.0,-0.04272749,-0.36154026,-0.323815,0.41957498,-0.24764857,0.0,0.0,0.0,6.0E-4,0.00965,0.01114375,0.00965,-28.328997,1.3072065,-21.671402,0.216925,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.0338,0.0766,0.016783332,0.012875,0.09665,0.1104,0.1027,0.0967,0.0521,0.055225,0.0454,0.03753333,0.0233,0.0,0.0,0.0,0.0,0.0,-0.030090295,-0.38690075,-0.36101335,0.41720152,-0.2997312,0.0,0.0,0.0,6.0E-4,0.0096,0.0113,0.0105,-28.690456,1.2927289,-22.193714,0.21283333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
